betai,K,K_M
3.70123262733837,92334623.8151159,182154104.086527
3.71665442995228,92369173.7456832,182144504.267183
3.73207623256619,92403580.4198182,182134608.545825
3.7474980351801,92437843.9577128,182124416.874499
3.76291983779401,92471964.4789861,182113929.203752
3.77834164040792,92505942.1026869,182103145.482636
3.79376344302183,92539776.9472965,182092065.658695
3.80918524563574,92573469.1307314,182080689.677963
3.82460704824965,92607018.7703478,182069017.484957
3.84002885086356,92640425.9829397,182057049.022668
3.85545065347747,92673690.8847459,182044784.23256
3.87087245609138,92706813.591452,182032223.05456
3.88629425870529,92739794.2181895,182019365.427046
3.9017160613192,92772632.8795405,182006211.286853
3.91713786393311,92805329.6895427,181992760.569252
3.93255966654702,92837884.761685,181979013.207951
3.94798146916093,92870298.2089171,181964969.135085
3.96340327177484,92902570.143648,181950628.28121
3.97882507438875,92934700.6777463,181935990.575288
3.99424687700266,92966689.9225476,181921055.944688
4.00966867961657,92998537.9888522,181905824.315174
4.02509048223048,93030244.9869296,181890295.610894
4.04051228484439,93061811.0265186,181874469.754374
4.0559340874583,93093236.2168315,181858346.666508
4.07135589007221,93124520.6665544,181841926.266548
4.08677769268612,93155664.4838504,181825208.472099
4.10219949530003,93186667.7763607,181808193.199103
4.11762129791394,93217530.6512054,181790880.361832
4.13304310052785,93248253.2149897,181773269.87288
4.14846490314176,93278835.5737981,181755361.64315
4.16388670575567,93309277.8332039,181737155.581843
4.17930850836958,93339580.0982685,181718651.596453
4.19473031098349,93369742.4735387,181699849.592746
4.2101521135974,93399765.0630542,181680749.474759
4.22557391621131,93429647.9703478,181661351.144783
4.24099571882522,93459391.2984438,181641654.50335
4.25641752143913,93488995.1498656,181621659.44923
4.27183932405304,93518459.6266285,181601365.879407
4.28726112666695,93547784.8302521,181580773.689076
4.30268292928086,93576970.8617511,181559882.771624
4.31810473189477,93606017.8216455,181538693.018623
4.33352653450868,93634925.8099559,181517204.319812
4.34894833712258,93663694.9262071,181495416.563087
4.3643701397365,93692325.2694318,181473329.634485
4.3797919423504,93720816.9381682,181450943.418175
4.39521374496431,93749170.0304622,181428257.796435
4.41063554757822,93777384.6438715,181405272.649648
4.42605735019213,93805460.8754626,181381987.85628
4.44147915280604,93833398.8218144,181358403.292867
4.45690095541995,93861198.579022,181334518.834004
4.47232275803386,93888860.2426907,181310334.352321
4.48774456064777,93916383.9079452,181285849.718479
4.50316636326168,93943769.669425,181261064.80114
4.51858816587559,93971017.6212875,181235979.466965
4.5340099684895,93998127.8572112,181210593.580586
4.54943177110341,94025100.470393,181184907.004597
4.56485357371732,94051935.5535513,181158919.599532
4.58027537633123,94078633.1989269,181132631.22385
4.59569717894514,94105193.4982837,181106041.733916
4.61111898155905,94131616.5429096,181079150.983984
4.62654078417296,94157902.4236189,181051958.826178
4.64196258678687,94184051.2307493,181024465.11047
4.65738438940078,94210063.0541685,180996669.684672
4.67280619201469,94235937.983271,180968572.394403
4.6882279946286,94261676.1069793,180940173.083077
4.70364979724251,94287277.5137455,180911471.591879
4.71907159985642,94312742.2915539,180882467.759752
4.73449340247033,94338070.527917,180853161.423366
4.74991520508424,94363262.3098842,180823552.417106
4.76533700769815,94388317.724032,180793640.573044
4.78075881031206,94413236.8564743,180763425.720921
4.79618061292597,94438019.792859,180732907.688124
4.81160241553988,94462666.6183679,180702086.299661
4.82702421815379,94487177.4177179,180670961.378142
4.8424460207677,94511552.2751648,180639532.743754
4.85786782338161,94535791.2744993,180607800.214236
4.87328962599552,94559894.4990515,180575763.604857
4.88871142860943,94583862.0316897,180543422.728391
4.90413323122334,94607693.9548187,180510777.395089
4.91955503383725,94631390.350386,180477827.412658
4.93497683645116,94654951.2998783,180444572.586232
4.95039863906507,94678376.8843224,180411012.718347
4.96582044167898,94701667.1842873,180377147.608918
4.98124224429289,94724822.2798846,180342977.055205
4.9966640469068,94747842.2507648,180308500.851787
5.01208584952071,94770727.1761268,180273718.79054
5.02750765213462,94793477.1347074,180238630.660601
5.04292945474853,94816092.2047909,180203236.248343
